source,destination
/docs/mobile-services/universal-windows/audience-manager-methods.html,https://github.com/Adobe-Marketing-Cloud/mobile-services/blob/master/docs/universal-windows/audiencemgmt/audience-manager-methods.md
/docs/mobile-services/universal-windows/metrics.html,https://github.com/Adobe-Marketing-Cloud/mobile-services/blob/master/docs/universal-windows/metrics.md
/docs/mobile-services/universal-windows/win-vse-4x.html,https://github.com/Adobe-Marketing-Cloud/mobile-services/blob/master/docs/universal-windows/extensions/win-vse-4x.md
/docs/mobile-services/universal-windows/migration-v3.html,https://github.com/Adobe-Marketing-Cloud/mobile-services/blob/master/docs/universal-windows/migration-v3.md
/docs/mobile-services/windows-universal-appstore/overview.html,https://github.com/Adobe-Marketing-Cloud/mobile-services/blob/master/docs/windows-appstore/overview.md
/docs/mobile-services/windows-universal-appstore/release-notes.html,https://github.com/Adobe-Marketing-Cloud/mobile-services/blob/master/docs/windows-appstore/release-notes.md
/docs/mobile-services/windows-universal-appstore/getting-started-win-appstore/c-getting-started.html,https://github.com/Adobe-Marketing-Cloud/mobile-services/blob/master/docs/windows-appstore/c-getting-started/c-getting-started.md
/docs/mobile-services/windows-universal-appstore/getting-started-win-appstore/dev-qs.html,https://github.com/Adobe-Marketing-Cloud/mobile-services/blob/master/docs/windows-appstore/c-getting-started/dev-qs.md
/docs/mobile-services/windows-universal-appstore/config-win-appstore/c-configuration.html,https://github.com/Adobe-Marketing-Cloud/mobile-services/blob/master/docs/windows-appstore/c-configuration/c-configuration.md
/docs/mobile-services/windows-universal-appstore/config-win-appstore/c.json.html,https://github.com/Adobe-Marketing-Cloud/mobile-services/blob/master/docs/windows-appstore/c-configuration/c.json.md
/docs/mobile-services/windows-universal-appstore/config-win-appstore/methods.html,https://github.com/Adobe-Marketing-Cloud/mobile-services/blob/master/docs/windows-appstore/c-configuration/methods.md
/docs/mobile-services/windows-universal-appstore/analytics-win-appstore/analytics.html,https://github.com/Adobe-Marketing-Cloud/mobile-services/blob/master/docs/windows-appstore/analytics/analytics.md
/docs/mobile-services/windows-universal-appstore/analytics-win-appstore/products-variable/products.html,https://github.com/Adobe-Marketing-Cloud/mobile-services/blob/master/docs/windows-appstore/analytics/products/products.md
/docs/mobile-services/windows-universal-appstore/analytics-win-appstore/products-variable/products-variable-evars-events.html,https://github.com/Adobe-Marketing-Cloud/mobile-services/blob/master/docs/windows-appstore/analytics/products/products-variable-evars-events.md
/docs/mobile-services/windows-universal-appstore/analytics-win-appstore/event-serialization.html,https://github.com/Adobe-Marketing-Cloud/mobile-services/blob/master/docs/windows-appstore/analytics/event-serialization.md
/docs/mobile-services/windows-universal-appstore/analytics-win-appstore/video-qs.html,https://github.com/Adobe-Marketing-Cloud/mobile-services/blob/master/docs/windows-appstore/analytics/video-qs.md
/docs/mobile-services/windows-universal-appstore/analytics-win-appstore/analytics-methods.html,https://github.com/Adobe-Marketing-Cloud/mobile-services/blob/master/docs/windows-appstore/analytics/analytics-methods.md
/docs/mobile-services/windows-universal-appstore/target-methods.html,https://github.com/Adobe-Marketing-Cloud/mobile-services/blob/master/docs/windows-appstore/target/target-methods.md
/docs/mobile-services/windows-universal-appstore/audience-manager-methods.html,https://github.com/Adobe-Marketing-Cloud/mobile-services/blob/master/docs/windows-appstore/audiencemgmt/audience-manager-methods.md
/docs/mobile-services/windows-universal-appstore/metrics.html,https://github.com/Adobe-Marketing-Cloud/mobile-services/blob/master/docs/windows-appstore/metrics.md
/docs/mobile-services/windows-universal-appstore/win-vse-4x.html,https://github.com/Adobe-Marketing-Cloud/mobile-services/blob/master/docs/windows-appstore/extensions/win-vse-4x.md
/docs/mobile-services/windows-universal-appstore/migration-v3.html,https://github.com/Adobe-Marketing-Cloud/mobile-services/blob/master/docs/windows-appstore/migration-v3.md
/docs/mobile-services/blackberry/overview.html,https://github.com/Adobe-Marketing-Cloud/mobile-services/blob/master/docs/blackberry/overview.md
/docs/mobile-services/blackberry/dev-qs.html,https://github.com/Adobe-Marketing-Cloud/mobile-services/blob/master/docs/blackberry/dev-qs.md
/docs/mobile-services/blackberry/methods.html,https://github.com/Adobe-Marketing-Cloud/mobile-services/blob/master/docs/blackberry/methods.md
/docs/mobile-services/blackberry/analytics.html,https://github.com/Adobe-Marketing-Cloud/mobile-services/blob/master/docs/blackberry/analytics.md
/docs/mobile-services/blackberry/video-qs.html,https://github.com/Adobe-Marketing-Cloud/mobile-services/blob/master/docs/blackberry/video-qs.md
/docs/mobile-services/blackberry/metrics.html,https://github.com/Adobe-Marketing-Cloud/mobile-services/blob/master/docs/blackberry/metrics.md
